GEO_ID,Total,White,Black,NativeAmerican,Asian,HawaiianAPI,Other,Twoplus
6037401102,4051,1916,147,45,620,9,547,767
6037401201,3188,1694,50,42,451,6,346,599
6037401202,4439,2205,83,49,564,1,690,847
6037401203,5386,2351,172,87,675,7,1022,1072
6037401303,2235,953,101,19,599,5,191,367
6037401304,5683,2854,146,50,1116,2,497,1018
6037401311,6909,3379,320,91,664,3,1000,1452
6037401312,5210,2558,104,55,637,3,763,1090
6037401500,5027,2285,172,83,504,7,941,1035
6037401601,5593,3119,234,47,616,17,617,943
6037401602,5792,2977,249,71,548,14,872,1061
6037401705,3112,1752,115,22,322,3,342,556
6037401706,4522,1598,463,106,578,10,1027,740
6037401707,8320,2740,631,192,1093,11,2202,1451
6037401801,4000,2173,201,33,611,15,313,654
6037401802,3967,2139,139,36,620,4,261,768
6037401901,5428,2686,388,26,975,23,546,784
6037401902,5747,3801,227,37,466,0,391,825
6037402001,3693,1333,295,56,681,0,607,721
6037402002,4168,1993,301,59,418,4,583,810
6037402101,4748,800,469,87,432,5,2119,836
6037402102,5118,1078,538,113,405,21,1941,1022
6037402200,7276,2314,634,117,651,21,2138,1401
6037402301,5444,979,216,125,455,12,2620,1037
6037402303,3986,908,213,98,196,7,1790,774
6037402304,3925,640,129,116,116,9,2033,882
6037402403,5272,1403,229,77,712,12,1725,1114
6037402404,2303,843,149,4,519,1,252,535
6037402405,2959,355,237,97,127,16,1488,639
6037402406,4739,825,230,138,414,25,2241,866
6037402501,5362,916,194,143,218,8,2910,973
6037402503,3984,530,151,104,434,10,2147,608
6037402504,2902,409,81,77,397,0,1306,632
6037402601,3545,709,185,90,200,2,1585,774
6037402602,4079,1260,161,111,321,8,1372,846
6037402702,6354,1033,333,152,165,21,3511,1139
6037402703,4880,921,331,94,517,7,1940,1070
6037402705,3432,749,144,102,225,6,1442,764
6037402706,3962,692,248,82,330,10,1743,857
6037402801,4911,693,89,164,124,3,3009,829
6037402803,3273,400,53,44,216,1,1888,671
6037402804,4027,594,170,80,537,2,1938,706
6037402902,6856,1233,333,223,802,13,3220,1032
6037402903,4324,735,272,64,525,21,1938,769
6037402904,3606,650,48,100,140,4,2024,640
6037403000,6757,1139,319,213,579,10,3201,1296
6037403305,2076,255,19,2,1521,0,89,190
6037403316,6784,1684,436,51,2870,18,742,983
6037403317,5098,1265,406,37,1898,5,675,812
6037403318,6450,1589,525,58,2241,18,920,1099
6037403319,4214,844,206,37,2254,10,377,486
6037403320,5503,817,184,15,3755,8,290,434
6037403321,5275,1254,213,34,2484,4,569,717
6037403323,5275,790,117,8,3812,10,159,379
6037403324,6516,897,197,25,4656,3,309,429
6037403325,5306,950,104,36,3394,10,353,459
6037403326,2606,459,50,26,1386,0,376,309
6037403327,2813,811,114,50,961,7,413,457
6037403328,5936,1139,122,28,3474,15,525,633
6037403401,4984,681,122,30,3049,3,543,556
6037403402,3549,498,75,26,2216,0,370,364
6037403403,4750,506,92,9,3586,8,197,352
6037403404,2389,340,69,3,1642,5,142,188
6037403407,2526,146,33,0,2124,3,62,158
6037403408,6022,602,243,38,4026,1,484,628
6037403409,4210,674,87,15,2548,2,437,447
6037403500,1828,673,51,23,569,1,205,306
6037403601,7102,2552,211,99,1134,16,1528,1562
6037403702,3884,1498,106,50,743,11,641,835
6037403703,4809,2040,142,90,788,10,778,961
6037403721,5429,1800,213,126,695,6,1374,1215
6037403722,5794,1621,315,139,568,20,1871,1260
6037403801,6346,1979,287,115,923,16,1752,1274
6037403802,5857,2189,261,141,764,8,1430,1064
6037403901,3198,1319,77,60,358,4,714,666
6037403902,5011,2260,142,88,522,4,1064,931
6037404000,4545,1336,168,113,506,7,1425,990
6037404100,6137,1499,150,248,405,2,2313,1520
6037404201,3950,1055,232,122,379,3,1390,769
6037404203,3899,1402,166,77,395,10,1028,821
6037404301,5460,1112,132,265,311,0,2517,1123
6037404302,2388,496,47,98,130,4,999,614
6037404401,3838,871,59,103,246,0,1603,956
6037404402,5042,1237,59,140,599,9,1921,1077
6037404501,2720,545,55,82,103,2,1284,649
6037404503,2986,603,67,88,506,10,1154,558
6037404504,5087,821,138,194,553,5,1974,1402
6037404600,1472,370,31,80,52,5,571,363
6037404701,5620,905,30,114,1251,2,2296,1022
6037404702,5662,870,74,85,1402,7,2277,947
6037404703,2912,450,76,86,335,0,1280,685
6037404804,4404,788,47,54,1016,4,1712,783
6037404805,2706,415,20,72,648,0,1008,543
6037404806,5937,1034,117,108,1055,4,2697,922
6037404901,5279,863,32,116,1146,3,2256,863
6037404902,3832,493,15,76,1151,4,1369,724
6037404903,2742,411,27,45,757,1,909,592
6037405001,5761,804,35,134,755,2,2792,1239
6037405002,2971,476,18,111,445,1,1382,538
6037405101,5057,915,38,85,937,3,2154,925
6037405102,4793,736,47,83,1009,4,1937,977
6037405201,5392,903,92,141,1002,2,2265,987
6037405202,4894,719,31,94,903,15,2110,1022
6037405203,3285,461,34,46,864,2,1342,536
6037405301,3614,788,130,44,673,0,1223,756
6037405302,5603,1251,112,115,1210,11,1855,1049
6037405400,4858,1124,93,78,696,11,1661,1195
6037405500,6623,1637,190,151,1326,10,1838,1471
6037405600,5645,1371,135,95,1391,7,1328,1318
6037405701,3818,881,107,105,524,6,1376,819
6037405702,5285,1118,132,143,979,10,1666,1237
6037405800,5755,1587,224,150,704,4,1841,1245
6037405900,4423,1242,171,55,702,15,1228,1010
6037406000,5496,1710,155,102,837,6,1310,1376
6037406101,3583,1235,93,74,546,6,871,758
6037406103,8353,2597,318,173,1062,13,2313,1877
6037406201,3731,798,201,86,637,16,1193,800
6037406300,5796,1548,223,48,2042,8,942,985
6037406413,7129,1721,214,172,1680,14,1728,1600
6037406500,7397,1508,238,157,1894,11,2105,1484
6037406601,5397,1219,220,84,1467,6,1269,1132
6037406602,4978,1013,117,107,1199,8,1465,1069
6037406701,3112,548,161,29,761,7,970,636
6037406702,7040,1367,348,116,1783,14,2133,1279
6037406801,4993,1011,128,64,1469,12,1435,874
6037406903,7777,1240,202,197,1453,22,3052,1611
6037407001,5623,755,51,131,674,15,2729,1268
6037407002,3566,473,38,94,536,4,1457,964
6037407101,4645,1137,20,99,499,3,2109,778
6037407102,5336,850,33,116,689,13,2556,1079
6037407201,3251,608,30,87,316,1,1538,671
6037407202,3612,590,32,99,320,3,1820,748
6037407301,4593,683,49,107,710,1,1939,1104
6037407302,3275,556,23,100,446,9,1553,588
6037407400,2126,297,75,35,813,5,490,411
6037407501,4445,609,75,137,650,8,2085,881
6037407502,4052,702,22,91,542,9,1940,746
6037407601,4288,601,89,81,563,16,2063,875
6037407602,3732,643,47,57,512,4,1755,714
6037407701,4956,646,82,101,586,13,2763,765
6037407702,6249,1020,108,120,1195,4,2453,1349
6037407801,4789,708,75,101,1036,7,1942,920
6037407802,3336,533,70,65,522,0,1500,646
6037407901,4339,744,74,55,857,18,1646,945
6037407902,1922,227,65,21,860,1,447,301
6037408003,4768,758,158,73,1339,12,1339,1089
6037408004,2544,412,129,40,963,3,582,415
6037408005,5269,1112,164,53,2317,9,779,835
6037408006,3750,448,170,52,1665,6,954,455
6037408133,5598,862,247,63,1948,23,1593,862
6037408134,2640,343,129,35,1435,2,376,320
6037408135,3899,406,159,43,2106,11,692,482
6037408136,3832,644,120,67,1371,2,942,686
6037408137,4493,707,215,38,1808,19,1130,576
6037408138,6131,816,69,115,431,3,3662,1035
6037408139,4290,579,14,119,316,11,2553,698
6037408140,3775,467,32,134,416,1,1958,767
6037408141,5180,774,81,103,879,14,2459,870
6037408212,4519,551,53,34,2753,12,581,535
6037408213,5875,613,53,51,3498,12,1088,560
6037408301,6101,946,38,133,713,4,2737,1530
6037408302,4071,782,50,120,522,6,1387,1204
6037408303,4383,932,58,131,470,2,1403,1387
6037408401,4377,766,71,94,968,10,1685,783
6037408402,6070,1547,54,90,1463,10,1625,1281
6037408503,6329,1339,76,60,2767,3,968,1116
6037408504,5336,977,70,95,1865,17,1360,952
6037408505,2711,545,35,38,1053,0,473,567
6037408623,3065,440,63,30,1731,1,445,355
6037408624,3167,419,17,14,1958,6,293,460
6037408625,4336,765,44,29,2110,5,605,778
6037408626,4356,428,86,43,2809,1,607,382
6037408627,2818,435,40,19,1767,2,254,301
6037408628,5146,633,68,28,3499,7,407,504
6037408629,3005,542,36,20,1724,6,264,413
6037408631,5023,890,29,52,1922,7,1349,774
6037408703,6069,489,60,18,4967,4,199,332
6037408705,5355,694,59,62,3325,7,646,562
6037408707,6542,780,115,15,4837,6,299,490
6037408722,4385,608,23,40,2660,0,624,430
6037408724,5486,509,167,101,1921,15,2199,574
6037408725,5940,670,94,51,3618,7,948,552
6037408800,4795,1169,332,139,529,2,1758,866
6037408900,5821,3498,125,76,457,3,683,979
6037409000,7033,1642,391,159,714,17,2785,1325
6037409100,5239,888,32,118,1233,1,1955,1012
6037430003,4553,1966,173,60,1068,11,471,804
6037430004,3692,1279,264,84,803,1,750,511
6037430005,3835,1098,232,39,1075,0,783,608
6037430101,5011,1404,391,116,985,10,1172,933
6037430102,4636,942,142,83,660,11,2022,776
6037430200,1264,663,17,16,367,0,72,129
6037430301,4406,2843,79,24,611,5,215,629
6037430302,5831,3448,173,51,760,4,429,966
6037430400,4393,1164,27,14,2692,2,139,355
6037430501,4154,2794,44,8,554,2,114,638
6037430502,7114,4697,133,54,892,9,376,953
6037430600,4435,1285,22,3,2645,0,130,350
6037430701,5045,1387,112,38,2683,2,298,525
6037430721,3536,886,75,21,2114,0,177,263
6037430723,4643,821,144,28,2753,0,503,394
6037430724,5252,969,133,26,3297,19,424,384
6037430801,6778,1004,141,39,4629,7,491,467
6037430802,4248,764,59,13,2914,0,241,257
6037430803,5363,1038,47,14,3648,2,230,384
6037430901,4459,1415,335,86,737,6,1130,750
6037430902,5175,1602,297,33,1434,0,1023,786
6037431002,3246,1611,214,27,532,8,352,502
6037431003,3831,1564,229,70,594,5,724,645
6037431004,3414,1330,143,40,376,14,807,704
6037431100,7140,1781,630,124,1062,8,2297,1238
6037431200,6202,1109,394,201,776,8,2704,1010
6037431300,2611,967,76,7,702,1,412,446
6037431400,3898,1051,52,36,1849,3,427,480
6037431501,4281,777,60,57,2197,0,739,451
6037431502,4243,1048,73,38,1837,1,748,498
6037431600,4173,575,60,7,3126,10,163,232
6037431701,6763,971,64,15,5153,1,197,362
6037431800,5246,1141,86,22,3370,6,286,335
6037431900,3652,718,33,35,2247,2,326,291
6037432001,2627,479,18,13,1745,3,170,199
6037432002,5358,1001,50,36,3406,4,431,430
6037432101,4113,715,33,15,2570,0,409,371
6037432102,5976,937,41,46,3998,6,413,535
6037432201,4235,455,34,25,2931,1,425,364
6037432202,4212,429,36,58,2403,1,836,449
6037432300,3873,540,43,97,1640,0,916,637
6037432401,3544,476,20,67,1443,1,1120,417
6037432402,6040,725,55,97,2244,4,2175,740
6037432501,4746,780,70,77,1960,2,1276,581
6037432502,3431,562,15,69,1137,1,1006,641
6037432601,6374,673,52,128,2516,2,2191,812
6037432602,4504,472,23,94,2016,7,1230,662
6037432700,5363,724,43,96,1430,7,2114,949
6037432801,2620,263,32,54,1002,2,881,386
6037432802,5540,858,81,142,1136,4,2405,914
6037432901,4202,307,36,38,2799,3,671,348
6037432902,3358,379,18,29,1919,1,599,413
6037433103,6692,524,18,162,2954,2,2255,777
6037433200,6088,842,65,121,1897,2,2075,1086
6037433302,1701,243,27,43,208,0,869,311
6037433304,4595,538,64,117,1455,1,1813,607
6037433305,4622,539,40,102,1086,5,2156,694
6037433306,3111,346,47,42,995,0,1216,465
6037433307,3220,343,26,57,1042,0,1297,455
6037433402,4184,583,29,126,1020,2,1834,590
6037433403,4783,625,41,122,965,6,2349,675
6037433505,4486,538,16,65,1489,0,1699,679
6037433506,3971,403,11,116,493,0,2312,636
6037433601,4586,318,9,63,3102,1,711,382
6037433602,2858,200,4,25,1824,2,550,253
6037433803,3037,379,24,50,845,0,1066,673
6037433804,4497,693,27,153,528,0,2128,968
6037433901,5097,648,32,151,1085,1,2408,772
6037433903,5619,858,18,156,824,0,2780,983
6037434001,4715,512,32,115,843,10,2209,994
6037434003,4093,627,14,114,581,4,1853,900
6037434004,2746,410,10,111,261,4,1299,651
6037434100,6509,869,27,139,1376,0,2710,1388
6037460001,1609,1069,53,10,305,1,29,142
6037460002,3283,1953,145,11,662,4,159,349
6037460101,5846,3667,625,14,456,4,239,841
6037460200,5561,2415,1440,32,357,6,471,840
6037460301,4733,1957,1169,45,344,3,377,838
6037460302,4273,1311,1099,66,210,6,781,800
6037460401,1063,294,306,4,102,0,195,162
6037460501,5555,3003,25,8,1887,0,65,567
6037460502,4495,2338,28,22,1573,1,99,434
6037460601,5488,3148,49,11,1559,0,142,579
6037460700,5035,2998,33,4,1427,1,99,473
6037460800,3219,2082,61,3,591,1,102,379
6037460900,6893,1427,1373,177,529,4,2116,1267
6037461000,5817,1226,1350,94,291,6,1926,924
6037461100,4894,1820,907,38,308,4,959,858
6037461200,4555,2916,341,38,401,1,198,660
6037461300,6533,4082,387,53,616,24,478,893
6037461400,2939,1711,212,20,253,8,302,433
6037461501,3508,1185,391,64,276,5,783,804
6037461502,5748,1444,883,128,351,7,1900,1035
6037461600,5435,1065,875,140,568,1,1880,906
6037461700,1492,785,208,8,185,0,86,220
6037461901,4609,1115,447,189,430,28,1689,711
6037461902,2142,869,224,14,583,8,231,213
6037462001,3501,773,374,111,255,3,1321,664
6037462002,3801,620,541,117,254,7,1548,714
6037462100,4877,1468,539,153,360,3,1400,954
6037462201,3711,1291,323,90,630,6,800,571
6037462202,3348,1506,238,10,1033,11,192,358
6037462301,4407,1473,375,66,568,3,1155,767
6037462302,3314,1244,284,47,866,7,446,420
6037462400,4040,2111,200,56,454,5,536,678
6037462500,6157,3674,257,33,885,1,429,878
6037462600,2293,1332,83,23,355,1,122,377
6037462700,5727,2129,331,83,1200,3,1008,973
6037462800,2939,1186,205,23,552,0,465,508
6037462900,3775,1827,133,54,671,1,373,716
6037463000,2706,1259,177,11,775,2,153,329
6037463103,6074,1822,176,60,1958,12,1073,973
6037463200,3478,1436,156,35,995,4,314,538
6037463300,2101,1089,73,8,505,1,138,287
6037463400,5918,2660,343,43,1522,2,528,820
6037463500,5523,2614,252,24,1661,0,294,678
6037463601,6231,3000,312,45,1738,6,407,723
6037463602,5728,2712,377,33,1664,6,299,637
6037463700,3912,2124,242,16,962,1,170,397
6037463800,3953,2469,115,5,629,1,147,587
6037463900,3418,2115,142,18,469,3,169,502
6037464000,5832,3038,199,24,1484,14,338,735
6037464101,2770,904,14,2,1567,0,51,232
6037464102,3989,1413,39,7,2089,4,65,372
6037464200,5747,1302,13,12,3951,5,88,376
6037480002,3416,794,26,15,1951,1,229,400
6037480011,5238,1006,86,82,2397,1,1063,603
6037480012,4917,929,68,43,3026,0,420,431
6037480101,4107,620,31,19,2838,4,303,292
6037480102,4325,768,78,37,2520,1,459,462
6037480201,3923,1352,24,22,1677,2,270,576
6037480202,2518,673,6,16,1239,0,151,433
6037480302,4380,991,121,66,1832,4,689,677
6037480303,3806,616,123,48,1713,4,839,463
6037480304,4263,498,130,40,2396,6,723,470
6037480400,5698,1293,128,87,2512,3,841,834
6037480500,5543,2667,76,40,1556,10,283,911
6037480601,4241,1676,161,30,1382,0,357,635
6037480602,4183,1949,131,36,1108,3,282,674
6037480702,4723,1410,133,21,2155,0,314,690
6037480703,3410,1351,46,16,1177,3,226,591
6037480704,4843,1613,122,58,1879,3,442,726
6037480802,3079,512,44,55,1204,1,723,540
6037480803,3418,719,42,70,1033,3,804,747
6037480804,4866,701,110,43,2243,12,1052,705
6037480901,4611,548,99,59,2368,11,975,551
6037480902,4024,440,52,52,2138,4,955,383
6037480903,3023,254,29,30,1859,5,509,337
6037481001,4271,549,43,45,2603,0,692,339
6037481002,5878,848,160,80,2860,4,1159,767
6037481101,4100,670,84,68,1988,2,856,432
6037481102,4083,473,118,33,2292,4,719,444
6037481103,5340,468,31,67,3334,5,889,546
6037481201,3786,525,36,30,2384,2,467,342
6037481203,6375,789,66,103,3580,14,1305,518
6037481300,2938,243,3,27,2027,2,393,243
6037481401,5725,360,28,30,4487,4,481,335
6037481403,2933,251,20,38,2108,2,336,178
6037481404,3934,264,24,13,3185,0,242,206
6037481500,4344,437,43,13,3199,2,350,300
6037481603,3737,358,71,26,2480,1,480,321
6037481604,3863,454,57,33,2241,3,670,405
6037481605,3178,396,22,33,1831,1,503,392
6037481606,4824,395,58,73,3281,7,616,394
6037481711,4606,201,31,9,3944,2,248,171
6037481712,5076,239,12,23,4054,1,463,284
6037481713,2731,138,13,24,2221,4,187,144
6037481714,2485,89,14,3,2108,3,168,100
6037481800,2587,334,22,36,1645,1,203,346
6037481901,5721,1037,93,115,2156,11,1109,1200
6037481902,3297,518,90,57,1383,8,663,578
6037482001,2719,252,3,6,2037,2,154,265
6037482002,7194,691,77,71,4375,4,1152,824
6037482101,4771,356,31,52,3261,2,616,453
6037482102,2846,361,22,33,1721,11,314,384
6037482201,3808,236,33,13,2944,3,389,190
6037482202,5184,271,32,18,4098,2,499,264
6037482301,4989,244,39,44,3586,16,700,360
6037482303,5482,328,29,59,3596,0,1060,410
6037482304,3409,228,10,72,1836,0,990,273
6037482401,3535,197,8,36,2281,2,597,414
6037482403,3310,205,8,21,2049,0,676,351
6037482404,2901,281,25,14,1972,7,325,277
6037482502,3213,164,15,54,2369,4,420,187
6037482503,3957,183,19,36,2711,0,740,268
6037482521,5577,555,74,80,3141,1,1003,723
6037482522,4455,730,89,68,1786,6,1054,722
6037482600,7182,693,48,79,4790,5,768,799
6037482701,4096,526,26,59,1463,5,1304,713
6037482702,2404,271,7,44,1221,4,453,404
6037482801,4193,587,42,63,1894,4,1013,590
6037500100,3729,1933,30,32,717,8,396,613
6037500202,4982,2077,61,80,637,11,798,1318
6037500203,4188,2130,51,38,198,3,653,1115
6037500204,2343,1121,24,23,429,1,310,435
6037500300,3024,979,71,42,397,2,666,867
6037500402,4566,791,34,99,103,1,2332,1206
6037500403,4025,747,44,90,289,3,1643,1209
6037500404,4767,1139,23,133,415,5,1832,1220
6037500500,2954,656,14,81,168,1,1291,743
6037500600,5438,1145,28,142,120,2,2753,1248
6037500700,6582,1493,41,177,144,8,2970,1749
6037500800,5333,1040,51,111,151,7,2428,1545
6037500900,5602,1367,52,257,211,10,2295,1410
6037501001,3023,715,23,120,36,31,1401,697
6037501002,4882,1290,45,140,144,10,1875,1378
6037501200,5114,1376,44,129,145,16,2023,1381
6037501301,3020,979,11,60,83,3,922,962
6037501302,4476,1471,31,90,193,8,1484,1199
6037501400,3826,1155,90,69,88,7,1584,833
6037501501,2411,1000,60,52,195,0,524,580
6037501503,5215,1688,100,140,170,13,2004,1100
6037501504,3580,1088,66,96,278,13,1325,714
6037501600,6863,2609,114,149,554,15,1616,1806
6037501700,4114,1690,53,63,176,9,967,1156
6037501802,3438,1332,48,89,109,4,1058,798
6037501803,4687,1098,91,101,139,15,2300,943
6037501804,2247,645,40,76,37,9,879,561
6037501900,4336,1469,31,85,145,5,1455,1146
6037502003,2745,675,39,64,80,2,1302,583
6037502004,4088,1111,53,141,124,5,1913,741
6037502005,4382,1265,79,123,136,1,1726,1052
6037502100,5079,1513,54,142,146,12,1966,1246
6037502200,6477,1614,51,215,127,7,2786,1677
6037502303,8396,1867,173,204,188,17,3808,2139
6037502401,4772,794,45,95,227,2,2188,1421
6037502402,3789,880,24,108,62,3,1786,926
6037502500,4124,853,50,88,86,1,1975,1071
6037502602,4377,975,77,87,170,0,1880,1188
6037502603,3407,755,23,90,63,9,1414,1053
6037502604,3662,802,18,133,79,17,1576,1037
6037502700,7682,1708,201,259,341,13,3151,2009
6037502801,6347,1731,100,167,265,16,2199,1869
6037502901,5449,1292,60,142,259,22,2140,1534
6037503000,5675,1026,49,117,155,14,3248,1066
6037503103,4774,966,49,138,288,12,2224,1097
6037503104,2561,639,9,66,89,10,1264,484
6037503105,3618,890,96,86,318,10,1333,885
6037503106,3822,1143,66,93,256,7,1424,833
6037503201,4002,1325,64,76,239,5,1337,956
6037503202,4350,1255,65,123,259,16,1651,981
6037503301,3488,1338,44,106,112,1,958,929
6037503302,6295,1743,118,161,284,10,2370,1609
6037503401,7036,2963,104,106,619,21,1372,1851
6037503402,4631,1812,58,95,336,22,1112,1196
6037503501,6485,1999,98,168,309,10,2218,1683
6037503502,4297,1489,59,96,243,14,1166,1230
6037503601,4189,1776,113,71,472,12,812,933
6037503602,3838,1689,45,19,653,0,586,846
6037503701,4941,2093,100,101,253,10,1256,1128
6037503702,5453,2342,104,96,507,26,1185,1193
6037503704,4598,930,93,20,2887,0,223,445
6037503705,3222,1146,65,13,1126,3,331,538
6037503801,4085,1564,127,84,716,6,824,764
6037503802,5139,1740,82,55,1467,18,837,940
6037503901,2799,1036,66,33,567,1,547,549
6037503902,4663,1888,116,82,725,12,843,997
6037504001,5053,2454,190,43,864,12,627,863
6037504002,5327,2206,114,65,793,35,915,1199
6037504101,5095,1238,95,157,722,11,1683,1189
6037504200,7528,1480,364,161,1093,25,2797,1608
6037530005,4191,726,17,27,2138,1,648,634
6037530006,4295,1039,56,90,821,18,1528,743
6037530007,6651,1801,32,99,1065,10,1873,1771
6037530101,5333,1294,75,113,355,10,2417,1069
6037530102,4994,1374,30,100,469,3,2047,971
6037530202,4056,768,20,125,381,0,1558,1204
6037530203,3357,615,25,81,339,3,1583,711
6037530204,3528,749,46,95,249,16,1652,721
6037530301,2308,479,17,88,44,2,1262,416
6037530302,6375,1141,28,171,89,4,3457,1485
6037530400,4066,705,83,64,797,4,1500,913
6037530500,4270,585,10,146,64,1,2591,873
6037530603,4440,882,62,103,238,2,2102,1051
6037530700,2175,374,28,47,86,9,1185,446
6037530801,5511,906,62,133,196,1,3094,1119
6037530802,3240,602,28,86,122,1,1746,655
6037530901,3674,410,25,101,23,0,2386,729
6037530902,3820,665,30,107,181,2,2093,742
6037531000,5109,841,16,179,89,5,2913,1066
6037531101,4589,895,16,150,31,4,2699,794
6037531102,3233,537,14,83,15,6,1851,727
6037531201,4855,736,23,97,23,0,3020,956
6037531202,4518,742,29,143,8,2,2692,902
6037531301,5365,784,66,194,21,1,3314,985
6037531302,6411,844,24,116,41,2,4285,1099
6037531502,3279,626,38,103,11,0,1989,512
6037531503,2985,556,8,87,8,1,1787,538
6037531504,4033,662,13,179,19,0,2419,741
6037531602,4134,623,29,136,19,4,2573,750
6037531603,3285,539,8,137,28,4,1880,689
6037531604,3453,582,21,102,23,0,2050,675
6037531701,5498,1094,42,218,39,0,2996,1109
6037531702,4564,841,42,125,34,0,2536,986
6037531800,4740,792,20,162,36,2,2775,953
6037531901,6228,1050,36,225,43,8,3342,1524
6037531902,3953,627,22,127,73,0,2187,917
6037532001,3296,714,12,102,93,1,1551,823
6037532002,3254,728,18,84,197,2,1509,716
6037532101,6686,1147,41,174,269,1,3996,1058
6037532102,3835,756,29,126,329,7,1785,803
6037532200,6599,1212,154,164,204,7,3534,1324
6037532302,4452,730,24,139,22,1,2584,952
6037532303,4364,764,44,165,89,1,2078,1223
6037532304,3660,608,76,107,73,3,1956,837
6037532500,3838,463,44,99,77,1,2468,686
6037532605,3812,717,67,112,56,0,2211,649
6037532606,4125,622,62,117,36,2,2518,768
6037532607,5694,794,62,169,34,4,3643,988
6037532700,2878,349,104,77,14,0,1944,390
6037532800,4204,503,277,70,9,4,2641,700
6037532900,6358,715,377,109,16,9,4159,973
6037533001,4439,519,151,89,30,4,2913,733
6037533002,2370,368,34,86,7,0,1445,430
6037533103,3233,608,25,95,8,2,1900,595
6037533104,3923,578,62,110,17,4,2390,762
6037533105,2423,338,29,44,11,0,1388,613
6037533108,5133,723,22,148,32,10,3117,1081
6037533201,2602,262,3,64,10,3,1619,641
6037533204,4143,563,22,124,20,0,2345,1069
6037533300,3172,395,24,110,5,0,2040,598
6037533401,4677,669,22,116,11,0,2824,1035
6037533402,3902,544,13,139,19,1,2368,818
6037533403,2778,363,31,65,19,0,1576,724
6037533501,2958,480,22,55,9,0,1913,479
6037533504,3848,498,10,112,9,1,2467,751
6037533601,4414,703,8,151,27,9,2481,1035
6037533602,5024,1129,19,140,23,1,2633,1079
6037533603,6106,1130,39,155,23,0,3369,1390
6037533701,3207,400,25,63,12,0,2037,670
6037533702,3380,367,15,53,16,8,2134,787
6037533703,4022,558,18,158,22,3,2423,840
6037533803,6152,1256,49,164,120,0,3220,1343
6037533804,4331,679,12,105,19,6,2623,887
6037533805,3493,556,21,78,42,1,1886,909
6037533806,3941,723,11,97,16,0,2243,851
6037533901,5864,806,34,185,30,9,3681,1119
6037533902,3840,532,12,113,23,1,2355,804
6037534001,5132,683,24,174,26,3,3320,902
6037534002,4130,602,59,178,36,0,2370,885
6037534101,2100,323,8,73,25,0,1299,372
6037534102,5742,792,28,133,39,1,3758,991
6037534201,4232,531,47,165,29,4,2696,760
6037534202,5373,796,43,166,33,3,3140,1192
6037534203,3088,455,26,96,25,2,1827,657
6037534301,4423,661,41,137,36,9,2751,788
6037534302,3662,553,32,144,14,1,2152,766
6037534403,2874,392,26,80,4,18,1865,489
6037534404,3555,689,46,90,46,4,2074,606
6037534405,4059,701,42,120,37,13,2530,616
6037534406,4238,726,29,137,37,2,2433,874
6037534501,5077,623,19,226,34,10,2978,1187
6037534502,4074,690,9,81,24,0,2551,719
6037534700,4108,718,15,103,30,1,2220,1021
6037534802,2759,408,23,61,10,9,1599,649
6037534803,4629,773,26,171,17,3,2575,1064
6037534804,3718,567,31,104,17,0,2180,819
6037534900,6241,892,98,171,50,2,3894,1134
6037535001,4152,461,327,127,12,0,2733,492
6037535002,3318,280,106,41,0,0,2426,465
6037535101,7329,660,789,199,33,2,4418,1228
6037535102,4557,438,590,78,22,0,2828,601
6037535200,6031,579,715,131,25,1,3741,839
6037535300,6511,726,372,184,26,0,3972,1231
6037535400,3595,524,398,90,17,1,2024,541
6037535501,3711,583,26,72,27,0,2234,769
6037535502,4740,650,24,120,32,6,2817,1091
6037535503,2370,285,18,80,5,0,1399,583
6037535603,4111,550,153,95,45,3,2399,866
6037535604,4213,647,25,89,15,1,2749,687
6037535605,4042,581,21,80,12,0,2557,791
6037535606,1833,262,4,43,1,2,1183,338
6037535607,4521,488,36,119,14,2,3094,768
6037535701,6001,833,35,222,16,4,3526,1365
6037535702,5429,749,46,192,29,9,3101,1303
6037535802,6481,914,43,205,9,2,3799,1509
6037535803,4242,605,32,151,14,1,2621,818
6037535804,5209,747,28,119,24,0,3171,1120
6037535901,5682,996,35,166,24,8,3191,1262
6037535902,6236,1124,26,181,37,8,3498,1362
6037536000,3471,613,16,112,18,0,1980,732
6037536102,3343,726,103,136,166,5,1258,949
6037536103,5438,846,37,312,24,2,2893,1324
6037536104,4127,579,201,462,48,7,1943,887
6037536201,3583,730,48,130,82,2,1589,1002
6037536202,3949,613,95,122,80,0,2080,959
6037540000,6678,786,245,283,69,18,3955,1322
6037540101,6281,868,429,200,32,6,3502,1244
6037540102,6833,748,681,197,27,19,3900,1261
6037540201,2113,241,29,75,17,3,1401,347
6037540202,6497,1002,427,209,62,9,3506,1282
6037540203,5135,718,353,179,21,3,2931,930
6037540300,4997,732,91,103,35,6,3162,868
6037540400,2224,157,187,37,8,6,1460,369
6037540501,6411,1050,884,155,69,41,3229,983
6037540502,6131,722,644,210,32,15,3484,1024
6037540600,4440,327,1191,137,34,8,2242,501
6037540700,3544,351,1052,79,36,0,1697,329
6037540800,6321,476,2819,141,61,18,2143,663
6037540901,5324,457,1281,98,47,24,2775,642
6037540902,4918,274,2534,50,34,2,1569,455
6037541003,4863,679,1977,60,232,28,1454,433
6037541100,3370,287,1309,33,26,5,1340,370
6037541200,6048,313,3256,81,36,26,1831,505
6037541300,6166,464,1595,122,34,13,3172,766
