GEO_ID,Total,White,Black,NativeAmerican,Asian,HawaiianAPI,Other,Twoplus
6037207102,3374,438,242,58,1844,6,568,218
6037207103,2099,246,109,7,1392,4,220,121
6037207303,2311,945,301,8,612,11,168,266
6037207304,2124,752,466,33,191,0,329,353
6037207305,1181,617,117,7,156,7,146,131
6037207306,2227,899,478,30,318,1,226,275
6037207307,1160,408,338,12,114,2,95,191
6037207308,1407,708,217,14,131,0,124,213
6037207400,2002,847,441,25,356,4,183,146
6037207501,2489,858,277,8,809,5,246,286
6037207502,4113,1056,556,15,1779,12,339,356
6037207711,2280,934,283,2,635,6,187,233
6037207712,4737,1969,483,16,1519,4,278,468
6037207901,3645,1268,402,12,1258,3,314,388
6037207902,7405,2777,771,52,2359,9,666,771
6037208001,2494,524,282,35,664,0,666,323
6037208002,4113,862,218,143,303,7,1992,588
6037208301,1878,180,29,157,82,7,1155,268
6037208302,4560,685,516,157,527,4,1922,749
6037208401,3832,365,74,233,824,8,1916,412
6037208402,2590,415,73,67,610,6,1056,363
6037208501,2283,384,71,35,954,4,633,202
6037208502,3540,523,145,140,640,4,1601,487
6037208610,3878,477,166,70,1641,0,1129,395
6037208620,4052,555,266,78,1298,3,1437,415
6037208710,4147,463,225,55,2302,2,758,342
6037208720,3810,649,219,203,244,6,1940,549
6037208801,3566,564,427,177,726,6,1247,419
6037208802,2942,541,263,125,530,2,1114,367
6037208902,2570,189,56,220,156,2,1628,319
6037208903,3888,410,136,393,263,1,2198,487
6037208904,3882,370,146,341,338,3,2239,445
6037209103,3079,296,132,236,58,0,1894,463
6037209104,2380,337,183,117,157,1,1316,269
6037209105,2665,195,136,182,93,10,1698,351
6037209106,2632,397,282,70,765,1,768,349
6037209201,2852,951,361,18,966,1,261,294
6037209202,1234,170,91,65,198,2,565,143
6037209300,4712,877,372,183,740,1,1863,676
6037209401,4163,556,366,165,628,2,1926,520
6037209402,4056,360,177,311,167,1,2324,716
6037209403,3850,450,298,254,652,0,1761,435
6037209510,2813,285,160,90,619,2,1345,312
6037209520,2648,296,108,125,228,2,1515,374
6037209810,2385,403,146,93,263,6,1201,273
6037209820,2732,318,106,104,188,2,1571,443
6037210010,3190,390,114,127,469,0,1635,455
6037211000,5268,3036,269,6,1263,4,147,543
6037211121,2431,443,201,70,695,1,765,256
6037211122,2877,678,242,33,870,3,737,314
6037211123,2097,368,125,4,1336,0,132,132
6037211124,4070,461,193,53,2197,4,815,347
6037211201,2538,459,79,78,429,3,1200,290
6037211202,2693,487,94,59,597,0,1098,358
6037211310,3603,472,103,146,687,4,1749,442
6037211320,2899,545,169,57,709,4,1047,368
6037211410,2956,335,104,55,1470,0,754,238
6037211420,3479,654,146,84,1221,2,1029,343
6037211500,4230,1724,151,46,1357,1,539,412
6037211701,2733,989,120,11,1314,2,154,143
6037211703,4716,602,208,76,2167,1,1246,416
6037211704,2941,541,174,17,1544,0,443,222
6037211802,4893,763,284,68,2302,2,1051,423
6037211803,3602,374,198,40,2336,0,430,224
6037211804,3247,290,121,58,1853,2,729,194
6037211910,4223,684,314,123,1129,4,1529,440
6037211921,2447,258,97,43,1034,0,755,260
6037211922,3182,472,241,63,1044,0,1007,355
6037212101,3146,480,179,30,1686,4,468,299
6037212102,2579,451,208,21,1188,0,495,216
6037212202,3364,366,156,87,626,3,1657,469
6037212203,3216,471,170,71,962,2,1209,331
6037212204,3227,336,209,131,486,9,1676,380
6037212303,3486,605,226,110,831,5,1286,423
6037212304,1738,339,114,70,283,3,703,226
6037212305,2533,330,149,99,455,0,1148,352
6037212306,2793,275,88,55,1321,2,788,264
6037212410,3560,506,138,85,1437,3,1129,262
6037212420,2875,362,153,56,921,0,1037,346
6037212501,1944,425,146,86,523,3,543,218
6037212502,3363,610,176,57,1557,8,673,282
6037212610,4049,623,178,51,2032,6,808,351
6037212620,4111,481,232,97,1822,3,1145,331
6037212701,2487,290,164,27,1341,2,465,198
6037212702,3687,940,299,48,1772,1,286,341
6037212800,4121,727,326,98,1066,2,1277,625
6037212900,3721,547,362,91,974,5,1387,355
6037213100,2507,315,236,52,1230,1,489,184
6037213201,4330,361,166,121,2050,2,1278,352
6037213202,3679,395,205,159,1153,0,1376,391
6037213310,3323,401,57,136,1071,0,1312,346
6037213320,3006,334,197,82,898,3,1194,298
6037213401,4806,413,126,145,1101,7,2420,594
6037213402,5119,543,205,167,1190,2,2442,570
6037214000,3808,3276,43,7,143,4,101,234
6037214100,4111,3402,86,4,172,3,136,308
6037214400,2980,2235,110,16,143,4,139,333
6037214501,3104,1737,161,12,738,0,149,307
6037214503,3495,1525,223,13,1243,3,117,371
6037214504,3871,1611,267,11,1468,0,163,351
6037214505,1817,1004,145,6,360,2,91,209
6037214600,2600,1940,98,11,212,3,82,254
6037214700,2731,1976,141,14,231,8,91,270
6037214800,2843,2155,134,12,175,5,109,253
6037214902,2668,1928,105,8,339,4,61,223
6037214903,1542,1195,45,0,122,3,48,129
6037214904,1696,1264,61,6,162,1,53,149
6037215101,2614,1468,216,9,413,2,157,349
6037215102,3123,1994,212,13,364,9,172,359
6037216100,2465,1178,378,8,473,0,98,330
6037216201,2701,1508,241,4,539,6,115,288
6037216202,2838,1154,626,11,398,2,246,401
6037216301,1374,983,59,3,115,0,49,165
6037216302,3551,2027,421,9,551,4,124,415
6037216401,4165,2953,150,11,345,0,274,432
6037216402,2644,1928,99,10,231,2,90,284
6037216700,3938,1690,896,44,358,4,518,428
6037216800,3566,2220,280,33,275,6,363,389
6037216901,2888,1122,843,21,206,0,308,388
6037216902,2331,1128,448,26,196,4,261,268
6037217001,2863,2339,51,5,128,0,88,252
6037217002,5084,3365,331,13,455,6,324,590
6037217101,2520,559,483,61,154,2,904,357
6037217102,2930,1183,765,37,202,4,368,371
6037217200,3887,1212,791,87,359,3,887,548
6037218110,3120,403,628,68,562,1,1100,358
6037218120,4250,455,343,125,705,5,2136,481
6037218210,3951,513,497,135,171,3,2133,499
6037218220,4123,774,965,91,303,4,1455,531
6037218300,5206,969,1328,143,354,5,1773,634
6037218400,4364,641,824,116,120,3,1941,719
6037218500,2810,531,736,69,140,5,943,386
6037218600,2820,495,698,51,155,0,997,424
6037218701,2455,298,787,76,268,1,708,317
6037218702,2199,281,597,63,92,0,851,315
6037218800,2633,275,503,62,293,0,1176,324
6037218900,5329,679,1702,86,209,1,1968,684
6037219010,2749,346,545,56,117,9,1293,383
6037219020,4590,519,924,103,204,5,2103,732
6037219300,3757,446,941,71,190,2,1623,484
6037219500,1783,199,819,20,257,8,269,211
6037219700,4186,600,915,96,117,0,1817,641
6037219800,2931,352,486,146,87,1,1423,436
6037219901,4651,571,629,152,83,1,2659,556
6037219902,3878,624,685,149,125,3,1696,596
6037220000,5420,885,1897,102,246,6,1704,580
6037220100,2437,353,1087,60,137,3,447,350
6037221110,3289,291,110,89,223,0,2162,414
6037221120,3030,215,69,92,143,1,2104,406
6037221210,2917,405,137,91,296,4,1608,376
6037221220,3143,323,82,118,275,8,1865,472
6037221302,4330,567,523,124,480,0,2157,479
6037221303,2384,254,164,105,294,0,1256,311
6037221304,3032,276,502,90,559,0,1323,282
6037221401,3362,391,1254,41,344,5,1018,309
6037221402,2700,401,519,47,379,0,1064,290
6037221500,3864,368,769,61,220,4,1944,498
6037221601,3175,380,280,120,162,1,1764,468
6037221602,2693,306,112,109,191,4,1629,342
6037221710,2596,403,156,83,345,0,1220,389
6037221810,2746,539,219,42,631,0,964,351
6037221820,2797,964,296,14,1051,2,214,256
6037221900,4917,1712,577,34,1539,12,689,354
6037222001,3218,453,676,75,160,12,1411,431
6037222002,4648,479,1048,85,84,5,2315,632
6037222100,3712,392,722,97,224,0,1856,421
6037222200,3878,564,741,100,211,1,1742,519
6037222500,4702,487,853,146,186,5,2405,620
6037222600,5141,713,909,89,1121,9,1726,574
6037222700,4704,2026,631,20,1442,12,329,244
6037224010,3621,851,721,86,381,17,1095,470
6037224020,3231,682,379,92,224,7,1414,433
6037224200,2385,273,110,74,71,2,1386,469
6037224310,2090,333,99,48,127,4,1180,299
6037224320,2962,349,173,125,71,2,1792,450
6037224410,2906,641,216,61,477,0,1100,411
6037224420,2068,335,166,63,111,1,1128,264
6037224600,3501,590,381,119,93,6,1866,446
6037224701,2077,626,146,24,822,0,333,126
6037224702,3287,1257,161,13,1111,38,482,225
6037226001,2632,376,383,89,78,4,1409,293
6037226002,3587,1272,889,69,252,9,734,362
6037226410,3456,397,88,172,36,1,2232,530
6037226420,5026,481,352,228,200,0,3098,667
6037226701,2969,372,106,76,19,2,1986,408
6037226702,2884,311,174,119,14,1,1772,493
6037227010,4506,439,364,151,14,0,2708,830
6037227020,3508,245,168,216,14,0,2310,555
6037228100,4796,515,358,130,22,2,3061,708
6037228210,3770,406,315,159,52,0,2205,633
6037228220,4458,348,425,161,11,4,2949,560
6037228310,4491,412,358,181,35,8,2896,601
6037228320,3023,296,220,135,3,1,1983,385
6037228410,3129,200,138,139,19,0,2163,470
6037228420,3041,268,219,115,29,1,1941,468
6037228500,5376,509,433,178,19,0,3620,617
6037228600,4882,401,409,205,15,0,3061,791
6037228710,4245,478,389,141,63,7,2579,588
6037228720,4394,488,372,134,7,0,2746,647
6037228800,5709,614,529,145,109,9,3384,919
6037228900,3420,446,433,89,63,2,1975,412
6037229100,4523,560,337,145,17,7,2715,742
6037229200,4636,504,608,132,91,4,2778,519
6037229300,5642,535,636,213,40,4,3598,616
6037229410,3471,350,392,123,24,1,2148,433
6037229420,4681,490,501,142,16,1,2930,601
6037231100,3148,339,396,134,63,0,1800,416
6037231210,3793,337,779,109,100,0,2007,461
6037231220,3942,351,766,114,328,6,1859,518
6037231301,2797,228,565,61,38,0,1353,552
6037231302,2733,269,719,55,50,5,1205,430
6037231400,4590,441,1200,127,114,6,2103,599
6037231500,4725,463,1463,143,159,3,1883,611
6037231601,2254,197,652,49,35,2,1008,311
6037231602,2148,225,466,55,41,0,1033,328
6037231603,2737,184,472,69,46,2,1589,375
6037231710,4311,358,572,151,23,0,2634,573
6037231720,5060,385,790,194,185,1,2792,713
6037231800,5253,554,600,210,27,5,3111,746
6037231901,2741,218,385,87,20,0,1658,373
6037231902,3166,301,486,86,14,2,1899,378
6037232110,3336,338,539,89,9,4,1983,374
6037232120,5019,438,823,159,43,3,2940,613
6037232200,3204,326,841,87,28,0,1525,397
6037232300,4376,339,1108,161,74,1,2116,577
6037232401,3702,286,1011,121,57,1,1850,376
6037232402,3163,250,973,58,37,0,1471,374
6037232500,5066,386,1625,78,40,13,2344,580
6037232601,2052,170,476,65,13,2,1071,255
6037232602,4540,400,836,164,20,0,2590,530
6037232701,2228,173,401,46,9,4,1339,256
6037232702,3932,370,896,105,39,1,2079,442
6037232800,4034,381,557,144,24,1,2310,617
6037234001,2361,257,1574,10,93,3,180,244
6037234002,2977,251,1135,86,73,0,1071,361
6037234200,2459,288,1520,13,193,5,225,215
6037234301,1918,156,1435,9,22,0,130,166
6037234302,2597,113,2032,16,29,13,182,212
6037234501,3062,289,1484,76,81,16,757,359
6037234502,2912,223,1429,65,95,0,802,298
6037234600,5106,407,2582,66,86,8,1273,684
6037234700,4209,325,1970,77,79,4,1298,456
6037234800,3561,285,1504,81,33,8,1217,433
6037234901,3103,218,1486,155,38,0,872,334
6037234902,4238,353,1945,85,34,0,1405,416
6037235100,4690,626,2764,59,143,6,530,562
6037235201,2921,253,1510,32,22,3,767,334
6037235202,4765,231,2718,63,59,5,1263,426
6037236001,4422,1250,1977,28,397,10,209,551
6037236101,2823,223,1432,43,343,4,465,313
6037236102,3141,164,2269,28,96,2,314,268
6037236203,3743,206,2163,71,72,11,836,384
6037236204,3210,253,1625,59,23,7,909,334
6037236205,3403,220,1584,77,15,1,1151,355
6037236206,2571,207,1146,37,61,1,870,249
6037236400,4346,438,3213,20,126,3,222,324
6037237101,4144,287,920,118,52,2,2184,581
6037237102,3625,224,754,133,14,13,2012,475
6037237201,3546,304,715,137,22,1,1819,548
6037237202,4414,365,1365,94,29,3,1940,618
6037237300,5531,441,2614,114,44,6,1684,628
6037237401,3765,320,1001,147,25,8,1884,380
6037237402,3640,213,1109,124,20,2,1735,437
6037237500,2856,222,531,67,5,0,1673,358
6037237600,4112,329,742,101,20,7,2488,425
6037237710,3992,295,948,50,27,5,2272,395
6037237720,3470,199,703,35,10,30,2110,383
6037237800,4335,268,1887,89,45,13,1600,433
6037237900,3726,200,2321,37,40,4,769,355
6037238000,5969,231,4026,69,46,21,1075,501
6037238100,4683,222,3028,68,38,9,920,398
6037238200,5848,211,3666,57,42,21,1301,550
6037238310,5087,274,1267,93,15,3,2835,600
6037238320,3975,313,1136,73,21,2,2033,397
6037238400,4632,205,3118,52,39,4,745,469
6037239201,3819,336,497,121,18,5,2276,566
6037239202,5013,410,636,135,11,10,3133,678
6037239310,4031,390,578,93,24,4,2382,560
6037239320,3441,247,404,110,20,2,2207,451
6037239330,2979,338,274,82,7,0,1772,506
6037239501,3835,397,710,122,40,6,2090,470
6037239502,3697,356,659,83,19,1,2116,463
6037239601,3631,381,640,86,26,10,2084,404
6037239602,3487,300,606,102,18,1,1965,495
6037239701,4415,366,871,128,14,0,2054,982
6037239702,4224,383,1069,74,15,3,2041,639
6037239801,3873,292,815,147,9,1,2122,487
6037239802,5103,425,1084,134,24,2,2790,644
6037240010,3818,318,801,78,20,11,2159,431
6037240020,5294,451,1022,132,10,8,3080,591
6037240200,5910,469,1332,105,18,18,3097,871
6037240301,2831,159,736,39,15,1,1512,369
6037240302,3114,253,655,101,14,11,1727,353
6037240401,5493,379,1289,116,53,2,3172,482
6037240402,3856,253,1290,83,51,6,1764,409
6037240500,6505,488,1885,158,26,0,3308,640
6037240600,5457,446,1398,102,22,14,2885,590
6037240700,6573,471,1578,148,57,14,3341,964
6037240800,4438,341,1174,134,33,4,2166,586
6037240901,2697,238,493,42,4,2,1490,428
6037240902,3304,261,631,79,12,0,1915,406
6037241001,4525,367,1320,96,12,12,2187,531
6037241002,3941,304,1316,96,9,0,1813,403
6037241110,3295,218,871,45,1,1,1786,373
6037241120,4902,475,1181,105,23,2,2561,555
6037241201,3105,190,1111,87,7,3,1374,333
6037241202,5148,398,1860,86,42,40,2143,579
6037241300,2262,124,901,64,12,3,915,243
6037241400,3612,273,1043,63,32,13,1647,541
6037242000,4459,386,1173,79,30,7,2224,560
6037242100,2497,216,839,20,9,3,1070,340
6037242201,3696,387,428,95,21,0,2311,454
6037242202,3387,260,1209,57,12,4,1496,349
6037242300,4958,411,1192,102,13,7,2516,717
6037242600,4794,391,1557,85,13,7,2186,555
6037242700,5932,476,1175,105,23,3,3371,779
6037243001,3304,286,526,61,17,2,1859,553
6037243002,3527,315,358,99,30,2,2043,680
6037243100,5692,484,1555,120,35,5,2774,719
6037261102,4072,3297,91,3,262,0,87,332
6037261103,1880,1543,43,4,86,1,31,172
6037261104,1638,1275,42,7,128,0,50,136
6037261200,4329,3362,55,10,407,0,92,403
6037262100,3195,2548,48,3,271,3,76,246
6037262200,4553,3411,113,0,482,3,110,434
6037262301,2778,2033,68,11,367,3,119,177
6037262302,2870,2371,29,5,171,0,65,229
6037262303,3157,2624,49,0,196,3,52,233
6037262400,3242,2687,44,4,202,1,41,263
6037262501,3741,3184,24,1,165,2,47,318
6037262601,3783,3004,29,2,368,7,41,332
6037262604,6116,4959,50,14,461,5,86,541
6037262704,3651,2917,47,11,212,3,85,376
6037262706,3537,2971,17,7,176,3,48,315
6037262802,3907,3318,25,9,187,2,56,310
6037264000,3284,2777,14,1,168,1,38,285
6037264102,3064,2290,50,3,336,3,80,302
6037264103,2605,1957,43,4,277,5,55,264
6037264303,2733,2067,39,2,284,0,49,292
6037264304,2616,1877,71,5,314,1,82,266
6037264305,3712,2974,37,1,325,0,53,322
6037264306,2228,1600,70,6,239,4,70,239
6037265100,2835,2402,45,3,178,0,56,151
6037265201,2108,1571,32,0,283,0,55,167
6037265203,2228,1589,26,2,413,0,38,160
6037265204,1182,587,60,3,378,2,47,105
6037265301,13527,4834,929,100,5921,38,1481,224
6037265303,4012,1542,110,44,1541,9,293,473
6037265304,3855,1649,170,27,1244,7,462,296
6037265306,2081,998,99,5,601,10,155,213
6037265307,3190,1268,189,11,1395,4,202,121
6037265410,1592,1237,22,1,135,2,26,169
6037265420,1887,1391,44,4,252,1,25,170
6037265521,1948,901,47,4,737,1,94,164
6037265522,2090,1044,55,12,736,4,58,181
6037265523,1884,1251,24,3,346,0,42,218
6037265524,2751,1816,93,5,503,4,71,259
6037265601,3140,2270,37,7,453,3,59,311
6037265602,3318,2537,38,6,364,1,61,311
6037265701,2047,1529,40,7,207,2,72,190
6037265702,2879,2293,50,5,219,1,75,236
6037267101,3142,2137,70,6,530,3,66,330
6037267102,3163,2226,66,9,416,6,66,374
6037267201,2865,1752,88,9,616,4,99,297
6037267202,3470,2220,63,4,684,3,90,406
6037267300,4408,2092,232,26,1164,10,466,418
6037267403,3093,1946,82,25,546,5,173,316
6037267404,3403,2146,124,14,543,12,196,368
6037267405,2838,1856,79,24,441,5,149,284
6037267406,2180,1383,59,20,301,3,150,264
6037267502,3217,1686,71,39,631,3,422,365
6037267503,2112,1020,48,23,414,7,367,233
6037267504,3482,1591,70,68,715,4,606,428
6037267600,2709,1353,61,44,672,1,245,333
6037267700,3834,1627,109,23,1293,5,319,458
6037267800,3034,1890,54,0,582,5,100,403
6037267901,3293,2566,50,2,439,5,71,160
6037267902,4002,2782,123,8,580,4,99,406
6037269000,5492,4127,141,25,472,4,209,514
6037269100,4752,3960,70,9,178,2,138,395
6037269300,4096,3016,59,2,474,1,84,460
6037269500,4262,3528,47,4,275,3,93,312
6037269601,3122,759,419,93,134,1,1225,491
6037269602,2964,933,271,60,207,3,970,520
6037269700,4025,1844,359,53,429,6,717,617
6037269800,3386,1609,277,21,659,2,383,435
6037269903,3815,1584,233,75,981,19,534,389
6037269905,2661,1240,206,33,551,2,320,309
6037269906,3037,1409,222,32,649,5,383,337
6037269907,2671,1235,223,19,563,0,303,328
6037269908,1861,882,145,22,374,0,187,251
6037269909,2243,1007,203,20,437,3,321,252
6037270101,2002,980,171,6,392,3,227,223
6037270102,2186,1029,166,18,515,2,172,284
6037270200,3487,1082,273,58,379,41,1116,538
6037270300,2651,818,707,24,295,4,465,338
6037271100,2569,1405,82,15,481,8,205,373
6037271200,2592,1096,102,16,616,1,429,332
6037271300,4779,2588,122,11,983,10,351,714
6037271400,3482,2448,44,14,399,1,83,493
6037271500,3095,1960,62,22,478,3,133,437
6037271600,4826,2512,182,18,1389,10,275,440
6037271702,4527,1912,252,22,1613,11,338,379
6037271703,3191,1671,126,12,698,7,290,387
6037271704,2878,1495,130,10,700,1,179,363
6037271801,3666,1492,185,63,804,5,607,510
6037271803,3039,1310,219,24,693,6,435,352
6037271804,2565,1190,116,15,567,6,340,331
6037271901,2861,1389,135,29,528,7,397,376
6037271902,4044,2328,129,49,548,2,468,520
6037272100,4332,2731,68,59,384,9,412,669
6037272201,2394,1178,94,56,289,0,406,371
6037272202,3159,1665,86,71,315,8,532,482
6037272301,3000,1613,144,56,393,14,396,384
6037272302,3897,1783,157,116,374,5,944,518
6037273100,3597,2522,88,29,236,4,238,480
6037273200,3596,1997,343,90,130,15,575,446
6037273300,3477,1891,403,60,142,4,590,387
6037273403,1564,1133,119,10,67,8,85,142
6037273404,1558,1183,67,6,89,15,36,162
6037273502,2680,2036,102,23,132,11,110,266
6037273600,2189,1639,37,10,95,0,134,274
6037273700,2748,1903,50,22,141,4,265,363
6037273800,2933,2053,64,26,188,0,206,396
6037273902,4278,3269,106,15,202,5,188,493
6037274100,4824,3250,278,16,569,7,197,507
6037274202,4903,3722,204,10,326,0,150,491
6037275101,1186,597,59,17,210,9,110,184
6037275102,3816,1193,100,89,440,9,1276,709
6037275200,3850,1642,219,83,425,1,904,576
6037275311,4955,2411,151,50,977,22,649,695
6037275312,2201,1471,104,5,299,5,70,247
6037275313,3321,2070,124,31,526,3,138,429
6037275400,4625,2820,188,35,680,4,316,582
6037275500,5307,1305,473,83,444,16,1979,1007
6037275603,2731,1196,74,28,581,0,390,462
6037275604,10520,5872,745,15,2335,24,305,1224
6037275605,3581,1711,603,15,586,8,200,458
6037276000,6674,3758,375,42,1061,20,371,1047
6037276101,3787,1097,1091,25,970,2,224,378
6037276102,3310,854,1333,31,315,2,315,460
6037276400,4099,2797,114,8,507,8,112,553
6037276500,4982,2877,370,23,642,12,276,782
6037276601,4058,2544,224,17,556,10,157,550
6037276605,2093,1307,126,3,249,3,106,299
6037276606,3353,2176,173,17,390,9,143,445
6037276607,2974,1612,222,13,517,13,133,464
6037276608,2106,1212,151,9,299,3,105,327
6037277000,5637,3568,242,26,770,7,197,827
6037277100,3017,1584,111,27,456,21,245,573
6037277200,1969,537,581,11,231,19,281,309
6037277400,3,0,0,0,0,0,0,3
6037278001,2687,1270,235,25,376,19,291,471
6037278102,2958,2174,103,7,175,1,116,382
6037291110,4213,309,1913,23,59,7,1434,468
6037291120,2037,139,596,51,55,1,962,233
6037291130,3454,377,591,78,406,5,1437,560
6037291210,5162,697,695,86,859,26,1996,803
6037291220,3255,332,386,38,591,7,1408,493
6037291300,2839,439,301,18,1208,22,382,469
6037292001,4791,641,606,100,674,26,2175,569
6037292002,1688,469,71,18,407,25,396,302
6037293203,3337,687,169,66,968,9,1047,391
6037293204,3119,596,169,38,848,35,983,450
6037293205,3873,565,395,47,765,32,1659,410
6037293206,3330,447,248,56,683,43,1449,404
6037293301,2793,760,160,22,1193,15,286,357
6037293302,4809,1277,315,70,1279,69,1075,724
6037293304,4150,913,302,85,555,34,1564,697
6037293306,2571,1142,120,54,330,9,476,440
6037293307,2460,419,422,29,369,4,926,291
6037294110,3876,768,79,128,171,51,1975,704
6037294120,2324,283,112,59,53,2,1484,331
6037294200,4658,869,67,105,106,21,2594,896
6037294301,2501,412,56,85,166,34,1228,520
6037294302,4513,785,101,116,146,42,2485,838
6037294410,5310,1169,1168,51,886,72,1212,752
6037294421,2794,500,257,51,462,25,1156,343
6037294510,4057,644,81,96,78,34,2339,785
6037294520,3459,543,48,65,62,10,2069,662
6037294610,4025,664,84,106,95,50,2428,598
6037294620,4034,438,82,77,62,33,2567,775
6037294701,3110,519,130,81,58,11,1816,495
6037294810,3729,482,140,101,65,37,2500,404
6037294820,3346,503,121,97,29,12,2184,400
6037294830,3838,596,150,106,55,11,2343,577
6037294900,3871,602,268,118,34,21,2153,675
6037295103,4978,2943,179,47,695,16,349,749
6037296210,2976,626,227,70,54,8,1488,503
6037296220,4449,974,691,67,429,9,1737,542
6037296300,4874,1907,397,66,952,30,635,887
6037296401,3176,1790,191,56,303,5,319,512
6037296402,2971,1353,102,51,192,10,557,706
6037296500,3796,897,316,117,169,35,1439,823
6037296600,5305,1290,410,105,222,28,2276,974
6037296901,4148,1309,271,102,212,13,1581,660
6037296902,3987,1537,298,94,200,16,1223,619
6037297001,1662,1126,42,14,98,4,108,270
6037297002,3657,2080,180,36,199,13,572,577
6037297110,4298,1236,403,82,222,41,1652,662
6037297120,3425,996,255,49,152,34,1410,529
6037297201,3879,1288,325,52,236,42,1352,584
6037297202,3546,1806,163,44,143,24,701,665
6037297300,2306,1370,134,23,111,18,247,403
6037297400,3760,2790,114,17,208,3,162,466
6037297501,2483,1738,42,28,133,6,146,390
6037297502,2508,1255,137,54,153,9,457,443
6037297601,2781,1318,380,48,170,34,317,514
6037297602,3579,1913,196,67,222,26,551,604
6037300100,6060,3634,35,10,1577,6,142,656
6037300200,5492,2819,26,16,1916,0,150,565
6037300301,6289,3753,63,13,1630,2,171,657
6037300400,5948,3381,70,46,1411,7,358,675
6037300501,3124,1617,17,7,924,2,182,375
6037300503,5321,3000,77,22,1260,5,372,585
6037300601,5346,2696,45,51,1796,7,311,440
6037300602,3580,2520,45,15,446,1,152,401
6037300701,6263,4849,38,29,630,9,138,570
6037300702,5725,4559,57,4,569,4,110,422
6037300800,7100,4941,133,17,1066,3,262,678
6037300901,6478,4218,54,7,1574,0,170,455
6037300902,2012,1366,8,1,306,5,46,280
6037301000,5050,3086,107,23,828,2,405,599
6037301100,6571,4870,89,20,668,2,279,643
6037301203,4417,3214,72,14,601,4,185,327
6037301204,4934,3268,190,25,750,1,306,394
6037301205,2211,1655,18,6,224,1,54,253
6037301206,5275,3908,60,13,670,6,242,376
6037301300,2070,1659,12,12,162,1,36,188
6037301400,3936,3272,19,18,275,1,83,268
6037301501,1861,1543,5,0,155,0,44,114
6037301502,6718,5373,104,25,491,6,283,436
6037301601,5952,4336,92,22,462,2,606,432
6037301602,3904,1896,110,39,481,6,795,577
6037301701,2852,1762,37,14,442,0,251,346
6037301702,5639,3766,116,48,808,6,504,391
6037301801,6139,3562,269,31,1273,7,509,488
6037301802,5424,3215,215,15,1098,2,389,490
6037301901,4857,3392,124,21,665,0,288,367
6037301902,3140,2082,49,20,412,0,278,299
6037302002,3998,2709,76,19,572,10,278,334
6037302003,3496,2566,66,4,400,6,223,231
6037302004,4175,2725,66,20,608,0,348,408
6037302102,6221,3799,86,51,1019,5,599,662
6037302103,5334,3281,55,40,992,2,552,412
6037302104,3859,1843,100,39,930,2,521,424
6037302201,4017,2837,92,18,467,0,332,271
6037302202,4933,3201,67,22,551,3,709,380
6037302301,3804,2074,117,47,814,6,429,317
6037302302,5417,2603,250,64,912,4,1029,555
6037302401,6484,3426,165,65,1001,11,1143,673
6037302503,4011,2620,42,31,429,1,551,337
6037302504,3927,2300,32,31,463,3,672,426
6037302505,3766,2005,66,77,465,6,742,405
6037302506,3410,2117,92,24,354,1,488,334
6037310100,5885,4353,48,16,700,5,161,602
6037310201,5521,3889,109,23,716,18,272,494
6037310202,4945,3701,104,29,390,2,260,459
6037310300,3132,2180,18,6,545,5,76,302
6037310400,3555,2320,47,23,400,3,260,502
6037310501,3788,1478,155,53,454,8,905,735
6037310601,6085,2964,291,64,1045,2,867,852
6037310602,2956,1754,65,28,443,0,252,414
6037310701,2482,1726,71,16,231,1,190,247
6037310703,5126,3454,159,18,518,2,410,565
6037310704,4989,3223,254,36,593,6,376,501
6037310705,2387,1627,115,12,286,2,143,202
6037310800,5098,2947,169,53,497,6,544,882
6037310900,6999,3769,124,83,956,5,855,1207
6037311000,3872,2109,85,31,472,11,547,617
6037311100,4010,1986,69,20,514,3,639,779
6037311200,3270,1968,77,38,310,5,351,521
6037311300,3874,2393,68,24,351,0,392,646
6037311400,2454,1672,37,12,236,2,153,342
6037311500,5921,3660,133,42,646,8,532,900
6037311601,2532,1737,106,11,208,0,181,289
6037311602,5254,3304,296,36,684,12,297,625
6037311700,6227,4071,166,46,657,6,462,819
6037311801,3066,1543,122,33,272,0,616,480
6037311802,3881,1498,187,54,443,4,1063,632
6037320101,3632,716,48,89,84,4,1803,888
6037320102,3573,555,32,102,58,0,1886,940
6037320201,3818,731,67,126,49,0,2140,705
6037320202,5693,1242,60,177,108,1,2800,1305
6037320300,7230,1321,123,267,122,7,3960,1430
6037400205,3053,1570,149,5,860,2,139,328
6037400206,5184,2857,133,31,995,5,281,882
6037400207,4706,2746,81,51,588,19,400,821
6037400208,1559,969,24,16,211,1,86,252
6037400209,4775,2856,150,23,766,3,325,652
6037400304,8163,4041,394,101,1061,16,1179,1371
6037400402,4370,2495,37,36,674,4,409,715
6037400403,3993,2095,175,39,486,9,426,763
6037400404,4458,2947,59,13,585,1,209,644
6037400501,2051,1342,24,11,280,3,110,281
6037400602,4817,1384,124,154,394,5,1643,1113
6037400603,5514,1973,285,80,1074,10,1028,1064
6037400605,7161,2210,236,64,2640,15,968,1028
6037400801,7039,3739,174,92,1195,16,712,1111
6037401001,3051,2009,24,17,362,1,187,451
6037401002,4164,2624,83,38,325,2,385,707
6037401101,5433,2681,198,57,640,4,917,936
